sub_icb_location_code,sub_icb_location_ons_code,sub_icb_location_name,icb_ons_code,region_ons_code,appointment_date,actual_duration,count_of_appointments
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-Apr-22,11-15 Minutes,2442
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-Apr-22,1-5 Minutes,2725
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-Apr-22,Unknown / Data Quality,3526
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-Apr-22,6-10 Minutes,3235
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-Apr-22,31-60 Minutes,891
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-Apr-22,21-30 Minutes,1454
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-Apr-22,16-20 Minutes,1447
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-Apr-22,11-15 Minutes,2281
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-Apr-22,1-5 Minutes,2466
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-Apr-22,Unknown / Data Quality,3477
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-Apr-22,6-10 Minutes,2785
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-Apr-22,31-60 Minutes,886
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-Apr-22,21-30 Minutes,1428
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-Apr-22,16-20 Minutes,1416
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-Apr-22,11-15 Minutes,2036
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-Apr-22,1-5 Minutes,2370
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-Apr-22,Unknown / Data Quality,3228
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-Apr-22,6-10 Minutes,2968
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-Apr-22,31-60 Minutes,859
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-Apr-22,21-30 Minutes,1352
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-Apr-22,16-20 Minutes,1442
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-Apr-22,11-15 Minutes,2148
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-Apr-22,1-5 Minutes,2296
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,08-Apr-22,Unknown / Data Quality,3332
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,08-Apr-22,6-10 Minutes,2705
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,08-Apr-22,31-60 Minutes,780
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,08-Apr-22,21-30 Minutes,1374
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,08-Apr-22,16-20 Minutes,1311
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,08-Apr-22,11-15 Minutes,1984
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,08-Apr-22,1-5 Minutes,2287
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,09-Apr-22,Unknown / Data Quality,15
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,09-Apr-22,6-10 Minutes,48
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,09-Apr-22,31-60 Minutes,3
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,09-Apr-22,21-30 Minutes,13
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,09-Apr-22,16-20 Minutes,18
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,09-Apr-22,11-15 Minutes,30
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,09-Apr-22,1-5 Minutes,23
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,11-Apr-22,Unknown / Data Quality,3566
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,11-Apr-22,6-10 Minutes,3288
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,11-Apr-22,31-60 Minutes,943
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,11-Apr-22,21-30 Minutes,1518
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,11-Apr-22,16-20 Minutes,1595
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,11-Apr-22,11-15 Minutes,2407
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,11-Apr-22,1-5 Minutes,2697
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,12-Apr-22,Unknown / Data Quality,3300
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,12-Apr-22,6-10 Minutes,3029
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,12-Apr-22,31-60 Minutes,875
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,12-Apr-22,21-30 Minutes,1336
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,12-Apr-22,16-20 Minutes,1376
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,12-Apr-22,11-15 Minutes,2220
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,12-Apr-22,1-5 Minutes,2450
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,13-Apr-22,Unknown / Data Quality,3308
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,13-Apr-22,6-10 Minutes,2740
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,13-Apr-22,31-60 Minutes,884
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,13-Apr-22,21-30 Minutes,1372
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,13-Apr-22,16-20 Minutes,1355
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,13-Apr-22,11-15 Minutes,2046
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,13-Apr-22,1-5 Minutes,2262
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,14-Apr-22,Unknown / Data Quality,3161
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,14-Apr-22,6-10 Minutes,2746
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,14-Apr-22,31-60 Minutes,814
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,14-Apr-22,21-30 Minutes,1237
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,14-Apr-22,16-20 Minutes,1313
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,14-Apr-22,11-15 Minutes,2005
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,14-Apr-22,1-5 Minutes,2272
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,16-Apr-22,Unknown / Data Quality,37
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,16-Apr-22,6-10 Minutes,29
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,16-Apr-22,31-60 Minutes,1
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,16-Apr-22,21-30 Minutes,6
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,16-Apr-22,16-20 Minutes,10
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,16-Apr-22,11-15 Minutes,13
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,16-Apr-22,1-5 Minutes,54
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,18-Apr-22,Unknown / Data Quality,5
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,18-Apr-22,16-20 Minutes,1
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,18-Apr-22,11-15 Minutes,1
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,18-Apr-22,1-5 Minutes,5
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,19-Apr-22,Unknown / Data Quality,3462
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,19-Apr-22,6-10 Minutes,3337
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,19-Apr-22,31-60 Minutes,884
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,19-Apr-22,21-30 Minutes,1420
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,19-Apr-22,16-20 Minutes,1496
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,19-Apr-22,11-15 Minutes,2351
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,19-Apr-22,1-5 Minutes,2595
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,20-Apr-22,Unknown / Data Quality,3333
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,20-Apr-22,6-10 Minutes,2954
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,20-Apr-22,31-60 Minutes,844
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,20-Apr-22,21-30 Minutes,1427
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,20-Apr-22,16-20 Minutes,1514
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,20-Apr-22,11-15 Minutes,2190
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,20-Apr-22,1-5 Minutes,2272
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,21-Apr-22,Unknown / Data Quality,3454
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,21-Apr-22,6-10 Minutes,2866
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,21-Apr-22,31-60 Minutes,851
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,21-Apr-22,21-30 Minutes,1359
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,21-Apr-22,16-20 Minutes,1401
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,21-Apr-22,11-15 Minutes,2058
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,21-Apr-22,1-5 Minutes,2258
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,22-Apr-22,Unknown / Data Quality,3182
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,22-Apr-22,6-10 Minutes,2519
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,22-Apr-22,31-60 Minutes,796
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,22-Apr-22,21-30 Minutes,1241
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,22-Apr-22,16-20 Minutes,1331
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,22-Apr-22,11-15 Minutes,2016
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,22-Apr-22,1-5 Minutes,2179
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,23-Apr-22,Unknown / Data Quality,25
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,23-Apr-22,6-10 Minutes,54
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,23-Apr-22,31-60 Minutes,2
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,23-Apr-22,21-30 Minutes,8
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,23-Apr-22,16-20 Minutes,11
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,23-Apr-22,11-15 Minutes,23
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,23-Apr-22,1-5 Minutes,15
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,25-Apr-22,Unknown / Data Quality,3929
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,25-Apr-22,6-10 Minutes,3490
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,25-Apr-22,31-60 Minutes,998
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,25-Apr-22,21-30 Minutes,1539
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,25-Apr-22,16-20 Minutes,1631
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,25-Apr-22,11-15 Minutes,2563
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,25-Apr-22,1-5 Minutes,2826
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,26-Apr-22,Unknown / Data Quality,3725
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,26-Apr-22,6-10 Minutes,3189
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,26-Apr-22,31-60 Minutes,952
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,26-Apr-22,21-30 Minutes,1524
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,26-Apr-22,16-20 Minutes,1579
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,26-Apr-22,11-15 Minutes,2355
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,26-Apr-22,1-5 Minutes,2449
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,27-Apr-22,Unknown / Data Quality,3505
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,27-Apr-22,6-10 Minutes,3033
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,27-Apr-22,31-60 Minutes,934
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,27-Apr-22,21-30 Minutes,1549
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,27-Apr-22,16-20 Minutes,1569
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,27-Apr-22,11-15 Minutes,2311
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,27-Apr-22,1-5 Minutes,2450
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,28-Apr-22,Unknown / Data Quality,3580
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,28-Apr-22,6-10 Minutes,2928
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,28-Apr-22,31-60 Minutes,922
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,28-Apr-22,21-30 Minutes,1487
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,28-Apr-22,16-20 Minutes,1554
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,28-Apr-22,11-15 Minutes,2271
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,28-Apr-22,1-5 Minutes,2248
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,29-Apr-22,Unknown / Data Quality,3367
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,29-Apr-22,6-10 Minutes,2770
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,29-Apr-22,31-60 Minutes,858
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,29-Apr-22,21-30 Minutes,1361
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,29-Apr-22,16-20 Minutes,1343
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,29-Apr-22,11-15 Minutes,2085
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,29-Apr-22,1-5 Minutes,2292
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,30-Apr-22,Unknown / Data Quality,9
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,30-Apr-22,6-10 Minutes,54
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,30-Apr-22,31-60 Minutes,2
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,30-Apr-22,21-30 Minutes,10
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,30-Apr-22,16-20 Minutes,12
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,30-Apr-22,11-15 Minutes,28
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,30-Apr-22,1-5 Minutes,24
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,02-May-22,Unknown / Data Quality,3
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,02-May-22,31-60 Minutes,1
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,02-May-22,21-30 Minutes,3
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,02-May-22,16-20 Minutes,5
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,02-May-22,1-5 Minutes,1
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,03-May-22,Unknown / Data Quality,3942
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,03-May-22,6-10 Minutes,3416
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,03-May-22,31-60 Minutes,966
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,03-May-22,21-30 Minutes,1611
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,03-May-22,16-20 Minutes,1684
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,03-May-22,11-15 Minutes,2612
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,03-May-22,1-5 Minutes,2860
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-May-22,Unknown / Data Quality,3776
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-May-22,6-10 Minutes,3141
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-May-22,31-60 Minutes,906
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-May-22,21-30 Minutes,1510
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-May-22,16-20 Minutes,1581
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-May-22,11-15 Minutes,2426
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,04-May-22,1-5 Minutes,2561
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-May-22,Unknown / Data Quality,3516
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-May-22,6-10 Minutes,2851
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-May-22,31-60 Minutes,888
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-May-22,21-30 Minutes,1316
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-May-22,16-20 Minutes,1441
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-May-22,11-15 Minutes,2150
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,05-May-22,1-5 Minutes,2295
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-May-22,Unknown / Data Quality,3462
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-May-22,6-10 Minutes,2808
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-May-22,31-60 Minutes,865
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-May-22,21-30 Minutes,1394
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-May-22,16-20 Minutes,1426
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-May-22,11-15 Minutes,2145
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,06-May-22,1-5 Minutes,2343
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-May-22,Unknown / Data Quality,20
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-May-22,6-10 Minutes,27
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-May-22,31-60 Minutes,3
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-May-22,21-30 Minutes,10
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-May-22,16-20 Minutes,16
10Q,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,07-May-22,11-15 Minutes,18
