sub_icb_location_code,sub_icb_location_ons_code,sub_icb_location_name,icb_ons_code,region_ons_code,appointment_date,actual_duration,count_of_appointments
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-May-22,6-10 Minutes,927
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-May-22,31-60 Minutes,229
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-May-22,21-30 Minutes,444
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-May-22,16-20 Minutes,475
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-May-22,11-15 Minutes,707
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-May-22,1-5 Minutes,778
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-May-22,Unknown / Data Quality,788
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-May-22,6-10 Minutes,788
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-May-22,31-60 Minutes,241
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-May-22,21-30 Minutes,372
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-May-22,16-20 Minutes,394
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-May-22,11-15 Minutes,526
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-May-22,1-5 Minutes,678
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-May-22,Unknown / Data Quality,876
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-May-22,6-10 Minutes,892
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-May-22,31-60 Minutes,206
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-May-22,21-30 Minutes,407
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-May-22,16-20 Minutes,452
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-May-22,11-15 Minutes,652
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-May-22,1-5 Minutes,704
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-May-22,Unknown / Data Quality,780
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-May-22,6-10 Minutes,764
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-May-22,31-60 Minutes,203
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-May-22,21-30 Minutes,348
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-May-22,16-20 Minutes,358
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-May-22,11-15 Minutes,524
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-May-22,1-5 Minutes,605
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-May-22,Unknown / Data Quality,11
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-May-22,6-10 Minutes,25
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-May-22,31-60 Minutes,5
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-May-22,21-30 Minutes,8
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-May-22,16-20 Minutes,7
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-May-22,11-15 Minutes,26
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-May-22,1-5 Minutes,20
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-May-22,6-10 Minutes,3
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-May-22,21-30 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-May-22,16-20 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-May-22,11-15 Minutes,3
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-May-22,1-5 Minutes,2
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-May-22,Unknown / Data Quality,849
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-May-22,6-10 Minutes,890
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-May-22,31-60 Minutes,205
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-May-22,21-30 Minutes,348
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-May-22,16-20 Minutes,396
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-May-22,11-15 Minutes,657
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-May-22,1-5 Minutes,659
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,31-May-22,Unknown / Data Quality,871
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,31-May-22,6-10 Minutes,841
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,31-May-22,31-60 Minutes,203
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,31-May-22,21-30 Minutes,369
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,31-May-22,16-20 Minutes,436
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,31-May-22,11-15 Minutes,640
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,31-May-22,1-5 Minutes,796
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,01-Jun-22,Unknown / Data Quality,726
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,01-Jun-22,6-10 Minutes,752
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,01-Jun-22,31-60 Minutes,186
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,01-Jun-22,21-30 Minutes,310
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,01-Jun-22,16-20 Minutes,352
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,01-Jun-22,11-15 Minutes,493
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,01-Jun-22,1-5 Minutes,685
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,04-Jun-22,Unknown / Data Quality,7
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,04-Jun-22,6-10 Minutes,23
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,04-Jun-22,31-60 Minutes,5
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,04-Jun-22,21-30 Minutes,7
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,04-Jun-22,16-20 Minutes,8
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,04-Jun-22,11-15 Minutes,16
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,04-Jun-22,1-5 Minutes,36
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,05-Jun-22,6-10 Minutes,4
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,05-Jun-22,11-15 Minutes,3
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,05-Jun-22,1-5 Minutes,4
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,06-Jun-22,Unknown / Data Quality,970
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,06-Jun-22,6-10 Minutes,889
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,06-Jun-22,31-60 Minutes,206
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,06-Jun-22,21-30 Minutes,392
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,06-Jun-22,16-20 Minutes,445
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,06-Jun-22,11-15 Minutes,630
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,06-Jun-22,1-5 Minutes,723
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,07-Jun-22,Unknown / Data Quality,892
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,07-Jun-22,6-10 Minutes,957
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,07-Jun-22,31-60 Minutes,186
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,07-Jun-22,21-30 Minutes,355
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,07-Jun-22,16-20 Minutes,455
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,07-Jun-22,11-15 Minutes,641
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,07-Jun-22,1-5 Minutes,788
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,08-Jun-22,Unknown / Data Quality,603
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,08-Jun-22,6-10 Minutes,561
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,08-Jun-22,31-60 Minutes,121
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,08-Jun-22,21-30 Minutes,235
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,08-Jun-22,16-20 Minutes,234
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,08-Jun-22,11-15 Minutes,408
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,08-Jun-22,1-5 Minutes,507
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,09-Jun-22,Unknown / Data Quality,874
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,09-Jun-22,6-10 Minutes,924
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,09-Jun-22,31-60 Minutes,224
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,09-Jun-22,21-30 Minutes,426
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,09-Jun-22,16-20 Minutes,397
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,09-Jun-22,11-15 Minutes,672
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,09-Jun-22,1-5 Minutes,710
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,10-Jun-22,Unknown / Data Quality,831
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,10-Jun-22,6-10 Minutes,718
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,10-Jun-22,31-60 Minutes,188
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,10-Jun-22,21-30 Minutes,337
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,10-Jun-22,16-20 Minutes,363
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,10-Jun-22,11-15 Minutes,540
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,10-Jun-22,1-5 Minutes,624
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,11-Jun-22,6-10 Minutes,28
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,11-Jun-22,31-60 Minutes,5
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,11-Jun-22,21-30 Minutes,9
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,11-Jun-22,16-20 Minutes,15
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,11-Jun-22,11-15 Minutes,12
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,11-Jun-22,1-5 Minutes,16
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,12-Jun-22,6-10 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,12-Jun-22,31-60 Minutes,11
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,12-Jun-22,21-30 Minutes,2
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,12-Jun-22,16-20 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,12-Jun-22,11-15 Minutes,5
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,12-Jun-22,1-5 Minutes,2
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,13-Jun-22,Unknown / Data Quality,856
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,13-Jun-22,6-10 Minutes,926
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,13-Jun-22,31-60 Minutes,222
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,13-Jun-22,21-30 Minutes,400
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,13-Jun-22,16-20 Minutes,418
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,13-Jun-22,11-15 Minutes,683
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,13-Jun-22,1-5 Minutes,845
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,14-Jun-22,Unknown / Data Quality,885
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,14-Jun-22,6-10 Minutes,928
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,14-Jun-22,31-60 Minutes,238
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,14-Jun-22,21-30 Minutes,354
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,14-Jun-22,16-20 Minutes,440
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,14-Jun-22,11-15 Minutes,647
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,14-Jun-22,1-5 Minutes,838
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,15-Jun-22,Unknown / Data Quality,860
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,15-Jun-22,6-10 Minutes,844
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,15-Jun-22,31-60 Minutes,258
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,15-Jun-22,21-30 Minutes,403
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,15-Jun-22,16-20 Minutes,375
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,15-Jun-22,11-15 Minutes,580
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,15-Jun-22,1-5 Minutes,671
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,16-Jun-22,Unknown / Data Quality,851
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,16-Jun-22,6-10 Minutes,878
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,16-Jun-22,31-60 Minutes,207
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,16-Jun-22,21-30 Minutes,401
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,16-Jun-22,16-20 Minutes,408
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,16-Jun-22,11-15 Minutes,597
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,16-Jun-22,1-5 Minutes,723
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,17-Jun-22,Unknown / Data Quality,701
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,17-Jun-22,6-10 Minutes,784
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,17-Jun-22,31-60 Minutes,195
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,17-Jun-22,21-30 Minutes,305
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,17-Jun-22,16-20 Minutes,380
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,17-Jun-22,11-15 Minutes,573
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,17-Jun-22,1-5 Minutes,656
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,18-Jun-22,Unknown / Data Quality,5
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,18-Jun-22,6-10 Minutes,13
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,18-Jun-22,31-60 Minutes,7
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,18-Jun-22,21-30 Minutes,8
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,18-Jun-22,16-20 Minutes,7
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,18-Jun-22,11-15 Minutes,17
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,18-Jun-22,1-5 Minutes,7
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,19-Jun-22,Unknown / Data Quality,2
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,19-Jun-22,6-10 Minutes,3
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,19-Jun-22,21-30 Minutes,3
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,19-Jun-22,16-20 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,19-Jun-22,11-15 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,19-Jun-22,1-5 Minutes,2
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,20-Jun-22,Unknown / Data Quality,952
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,20-Jun-22,6-10 Minutes,993
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,20-Jun-22,31-60 Minutes,230
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,20-Jun-22,21-30 Minutes,419
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,20-Jun-22,16-20 Minutes,445
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,20-Jun-22,11-15 Minutes,723
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,20-Jun-22,1-5 Minutes,728
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,21-Jun-22,Unknown / Data Quality,1004
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,21-Jun-22,6-10 Minutes,985
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,21-Jun-22,31-60 Minutes,211
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,21-Jun-22,21-30 Minutes,419
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,21-Jun-22,16-20 Minutes,453
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,21-Jun-22,11-15 Minutes,650
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,21-Jun-22,1-5 Minutes,881
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,22-Jun-22,Unknown / Data Quality,872
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,22-Jun-22,6-10 Minutes,811
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,22-Jun-22,31-60 Minutes,185
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,22-Jun-22,21-30 Minutes,362
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,22-Jun-22,16-20 Minutes,401
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,22-Jun-22,11-15 Minutes,630
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,22-Jun-22,1-5 Minutes,762
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,23-Jun-22,Unknown / Data Quality,858
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,23-Jun-22,6-10 Minutes,763
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,23-Jun-22,31-60 Minutes,183
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,23-Jun-22,21-30 Minutes,359
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,23-Jun-22,16-20 Minutes,378
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,23-Jun-22,11-15 Minutes,642
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,23-Jun-22,1-5 Minutes,644
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-Jun-22,Unknown / Data Quality,819
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-Jun-22,6-10 Minutes,755
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-Jun-22,31-60 Minutes,185
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-Jun-22,21-30 Minutes,353
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-Jun-22,16-20 Minutes,394
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-Jun-22,11-15 Minutes,563
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,24-Jun-22,1-5 Minutes,575
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-Jun-22,Unknown / Data Quality,8
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-Jun-22,6-10 Minutes,11
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-Jun-22,31-60 Minutes,7
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-Jun-22,21-30 Minutes,9
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-Jun-22,16-20 Minutes,6
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-Jun-22,11-15 Minutes,14
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,25-Jun-22,1-5 Minutes,17
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-Jun-22,Unknown / Data Quality,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-Jun-22,6-10 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-Jun-22,31-60 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-Jun-22,21-30 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-Jun-22,11-15 Minutes,5
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,26-Jun-22,1-5 Minutes,1
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-Jun-22,Unknown / Data Quality,917
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-Jun-22,6-10 Minutes,931
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-Jun-22,31-60 Minutes,208
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-Jun-22,21-30 Minutes,395
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-Jun-22,16-20 Minutes,437
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-Jun-22,11-15 Minutes,648
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,27-Jun-22,1-5 Minutes,773
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-Jun-22,Unknown / Data Quality,956
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-Jun-22,6-10 Minutes,946
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-Jun-22,31-60 Minutes,216
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-Jun-22,21-30 Minutes,384
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-Jun-22,16-20 Minutes,435
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-Jun-22,11-15 Minutes,694
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,28-Jun-22,1-5 Minutes,829
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-Jun-22,Unknown / Data Quality,803
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-Jun-22,6-10 Minutes,772
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-Jun-22,31-60 Minutes,226
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-Jun-22,21-30 Minutes,348
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-Jun-22,16-20 Minutes,400
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-Jun-22,11-15 Minutes,613
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,29-Jun-22,1-5 Minutes,734
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-Jun-22,Unknown / Data Quality,861
03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,30-Jun-22,6-10 Minutes,805
